.,Spanish
EventHistoryFinalBoss.button1,{qst:CONTINUE}
EventHistoryKillFinalBoss.button1,{qst:CONTINUE}
EventHistoryRitualInterrupt_8_1.button1,{qst:CONTINUE}
EventHistoryRitualInterrupt_6_3.button1,{qst:CONTINUE}
EventHistoryRitualInterrupt_6_3.button2,{qst:CONTINUE}
EventHistoryRitualInterrupt_6_2.button1,{qst:CONTINUE}
EventHistoryRitualInterrupt_6_2.button2,{qst:CONTINUE}
EventHistoryRitualInterrupt_6_1.button1,{qst:CONTINUE}
EventHistoryRitualInterrupt_6_1.button2,{qst:CONTINUE}
SpawnFinalBoss.button1,{qst:CONTINUE}
EventHistoryRitualInterrupt_8_2.button2,{qst:CONTINUE}
EventHistoryRitualInterrupt_8_1.button2,{qst:CONTINUE}
EventBoardAddInteractionLivingRoom.button1,{qst:CONTINUE}
EventEndCleanMap.button1,{qst:CONTINUE}
EventHistoryClearTable.button1,{qst:CONTINUE}
EventDifficultyLevel2.button1,{qst:CONTINUE}
EventHistorySearchKitchen_4_Clue2.button1,{qst:CONTINUE}
EventHistorySearchKitchen_4_Clue1.button1,{qst:CONTINUE}
EventBoardAddSearchKitchen_4.button1,{qst:CONTINUE}
EventDifficultyLevel1.button1,{qst:CONTINUE}
EventExploreTryOpenBathRoom_1.button1,{qst:CONTINUE}
EventExploreRemove_ExploreHall_2.button1,{qst:CONTINUE}
EventExploreRemove_ExploreExitHall_1.button1,{qst:CONTINUE}
EventExploreRemove_ExploreServiceCorridor_1.button1,{qst:CONTINUE}
EventExploreRemove_ExploreServiceCorridor_2.button1,{qst:CONTINUE}
EventExploreRemove_ExploreKitchen_1.button1,{qst:CONTINUE}
EventBoardRemoveInvestigatorsHall.button1,{qst:CONTINUE}
EventExploreRemove_ExploreHall_4.button1,{qst:CONTINUE}
EventExploreRemove_ExploreLivingRoom.button1,{qst:CONTINUE}
EventExploreRemove_ExploreLivingCorridor_2.button1,{qst:CONTINUE}
EventExploreRemove_ExploreLivingCorridor_1.button1,{qst:CONTINUE}
EventExploreRemove_ExploreBathRoom_1.button1,{qst:CONTINUE}
EventMythosCallSpawnMonsters.button1,{qst:CONTINUE}
EventMythosCallSpawnMonsters_Level1.button1,{qst:CONTINUE}
EventMythosCallSpawnMonsters_Level1_Ghosts.button1,{qst:CONTINUE}
EventMythosCallSpawnMonsters_Level1_Monsters.button1,{qst:CONTINUE}
EventMythosCallSpawnMonsters_Level2.button1,{qst:CONTINUE}
EventMythosCallSpawnMonsters_Level2_Monsters.button1,{qst:CONTINUE}
EventMythosCallSpawnMonsters_Level2_Ghosts.button1,{qst:CONTINUE}
EventMythosCallSpawnMonsters_Level3.button1,{qst:CONTINUE}
EventMythosCallSpawnMonsters_Level3_Monsters.button1,{qst:CONTINUE}
EventMythosCallSpawnMonsters_Level3_Ghosts.button1,{qst:CONTINUE}
SpawnGhost_level1_Spirit.button1,{qst:CONTINUE}
SpawnGhost_level2_Spirit.button1,{qst:CONTINUE}
SpawnGhost_level1_Fleshless.button1,{qst:CONTINUE}
SpawnGhost_level1_Undead.button1,{qst:CONTINUE}
SpawnGhost_level2_Fleshless.button1,{qst:CONTINUE}
SpawnGhost_level2_Undead.button1,{qst:CONTINUE}
SpawnGhost_level3_Fleshless.button1,{qst:CONTINUE}
SpawnGhost_level3_Undead.button1,{qst:CONTINUE}
SpawnMonster_level1_DeepOneHybrid.button1,{qst:CONTINUE}
SpawnMonster_level1_DeepOne.button1,{qst:CONTINUE}
SpawnMonster_level1_HuntingHorror.button1,{qst:CONTINUE}
SpawnMonster_level2_DeepOne.button1,{qst:CONTINUE}
SpawnMonster_level2_DeepOneHybrid.button1,{qst:CONTINUE}
SpawnMonster_level2_HuntingHorror.button1,{qst:CONTINUE}
SpawnMonster_level3_HuntingHorror.button1,{qst:CONTINUE}
EventQuestOldJournal.text,{qst:DINSTR}
EventQuestInstruction.text,{qst:DINSTR} \n\n Esta información se puede revisar en cualquier momento examinando el Objeto único Viejo diario,
EventHistoryRitualInterrupt_8_2.text,{qst:DISPELL}
EventHistoryRitualInterrupt_8_1.text,{qst:DISPELL}
EventHistoryRitualInterrupt_6_3.text,{qst:DISPELL}
EventHistoryRitualInterrupt_6_2.text,{qst:DISPELL}
EventHistoryRitualInterrupt_6_1.text,{qst:DISPELL}
EventExploreKitchen_1_4.text,{qst:DOORMESSAGE}
EventExploreKitchen_1_1.text,{qst:DOORMESSAGE}
EventExploreKitchen_1_2.text,{qst:DOORMESSAGE}
EventExploreKitchen_1_3.text,{qst:DOORMESSAGE}
EventExploreKitchen_1_5.text,{qst:DOORMESSAGE}
EventExploreKitchen_1_6.text,{qst:DOORMESSAGE}
TokenExploreHall_1.button1,{qst:EXPLORE}
TokenExploreHall_2.button1,{qst:EXPLORE}
TokenExploreHall_4.button1,{qst:EXPLORE}
TokenExploreServiceCorridor_1.button1,{qst:EXPLORE}
TokenExploreKitchen_1.button1,{qst:EXPLORE}
TokenExploreServiceCorridor_2.button1,{qst:EXPLORE}
TokenExploreLivingRoom.button1,{qst:EXPLORE}
TokenExploreLivingCorridor_1.button1,{qst:EXPLORE}
TokenExploreBathRoom_2.button1,{qst:EXPLORE}
TokenExploreLivingCorridor_2.button1,{qst:EXPLORE}
TokenExploreBathRoom_1.button1,{qst:EXPLORE}
TokenInteractionKitchen.button1,{qst:INTERACT}
EventHistorySearchBilliards_2_LeadPipe.text,{qst:MUMMY} \n\n En su mano tiene una tubería. \n\n {qst:RCOMMON} {c:QItemLeadPipe}.
EventHistorySearchBilliars_2_Sledgehammer.text,{qst:MUMMY} \n\n Su mano sujeta una herramienta. \n\n {qst:RCOMMON} {c:QItemSledgehammer}.
EventHistorySearchBilliars_2_Machete.text,{qst:MUMMY} \n\n Sujeta una herramienta con una de sus manos. \n\n {qst:RCOMMON} {c:QItemMachete}.
EventHistorySearchBilliars_2_Clue.text,{qst:MUMMY} Identificas al hombre. Su posición indica que estaba sentado con la espalda hacia la pared. Sus piernas están encogidas contra el pecho y sujetándoselas con los manos, de forma que protegía las rodillas a la altura de la cabeza. \n\n {qst:R2CLUE}.
TokenHistoryInteractionBoxKitchen.button1,{qst:OPEN}
EventHistoryPuzzleBox_2sdLock.button1,{qst:OPEN}
EventHistoryPuzzleBox_GoTo2sdLock.button1,{qst:OPEN}
TokenHistoryInteractionBoxLibrary.button1,{qst:OPEN}
TokenHistoryInteractionBoxOffice.button1,{qst:OPEN}
TokenHistoryInteractionBoxHall.button1,{qst:OPEN}
TokenHistoryInteractionBoxBilliardsRoom.button1,{qst:OPEN}
TokenHistoryInteractionBoxLivingRoom.button1,{qst:OPEN}
TokenSearchHall_1.button1,{qst:SEARCH}
TokenSearchLivingRoom_1.button1,{qst:SEARCH}
TokenSearchYard_3.button1,{qst:SEARCH}
TokenSearchHall_2.button1,{qst:SEARCH}
TokenSearchHall_3.button1,{qst:SEARCH}
TokenSearchServiceCorridor_1.button1,{qst:SEARCH}
TokenSearchKitchen_3.button1,{qst:SEARCH}
TokenSearchKitchen_2.button1,{qst:SEARCH}
TokenSearchKitchen_1.button1,{qst:SEARCH}
TokenSearchYard_2.button1,{qst:SEARCH}
TokenSearchYard_1.button1,{qst:SEARCH}
TokenSearchLibrary_1.button1,{qst:SEARCH}
TokenSearchOffice_2.button1,{qst:SEARCH}
TokenSearchOffice_1.button1,{qst:SEARCH}
TokenSearchBathRoom_2.button1,{qst:SEARCH}
TokenSearchBathRoom_1.button1,{qst:SEARCH}
TokenSearchBathRoom_3.button1,{qst:SEARCH}
TokenSearchLivingCorridor_1.button1,{qst:SEARCH}
TokenSearchBedRoom_2.button1,{qst:SEARCH}
TokenSearchBedRoom_3.button1,{qst:SEARCH}
TokenSearchBilliards_2.button1,{qst:SEARCH}
TokenSearchBilliards_1.button1,{qst:SEARCH}
TokenSearchLivingRoom_3.button1,{qst:SEARCH}
TokenSearchLivingRoom_2.button1,{qst:SEARCH}
TokenSearchYard_4.button1,{qst:SEARCH}
TokenSearchKitchen_4.button1,{qst:SEARCH}
EventHistoryGrotesqueStone_Office.text,{qst:SMOVE} \n\n {qst:ADDINTERACTION}
EventHistoryGrotesqueStone_BilliardsRoom.text,{qst:SMOVE} \n\n {qst:ADDINTERACTION}
EventHistoryGrotesqueStone_Library.text,{qst:SMOVE} \n\n {qst:ADDINTERACTION}
EventHistoryGrotesqueStone_Hall.text,{qst:SMOVE} \n\n {qst:ADDINTERACTION}
EventHistoryGrotesqueStone_LivingRoom.text,{qst:SMOVE} \n\n {qst:ADDINTERACTION}
EventHistoryGrotesqueStone_Kitchen.text,{qst:SMOVE} \n\n {qst:ADDINTERACTION}
BACK,Atrás
EventHistoryClearTable.text,Descarta todos los componentes de la mesa.
EventBoardAddSearchBedRoom_1.text,Hay algo sobre la cama de matrimonio. \n\n {qst:ADDSEARCH}
EventHistoryInteractionDoorlock_Key.button1,Sí.
R1DFU,Sufres 1 de Daño
R1DFD,Sufres 1 de Daño boca abajo
R1HFU,Sufres 1 de Horror
R1HFD,Sufres 1 de Horror boca abajo
PuzzleHistorySafeBox.button1,Abrir
PuzzleBox.button1,Abrir
CANCEL,Cancelar
CONTINUE,Continuar
EventOpenServiceCorridorDoor.button1,Descifrar
PuzzleExplorePuzzleServiceCorridor.button1,Descifrar
EventHistoryToTheCaves.button1,Ir
EventHistoryInteractionDoorlock_Key.button2,No
PuzzleHistorySkeletons.button1,Recomponer
OPEN,{action} Abrir
EXPLORE,{action} Explorar
ADDMON,Aparece un
INTERACT,{action} Interaccionar
SEARCH,{action} Buscar
DOTEST,Haz una prueba
EventHistoryRitualComponentsInspection.button4,En la cocina
EventHistoryRitualComponentsInspection.button12,En el vivero
EventHistoryRitualComponentsInspection.button14,En el salón
EventHistoryRitualComponentsInspection.button2,En el baño
EventHistoryRitualComponentsInspection.button10,En el despacho
RSPELL,Ganas el Hechizo
TokenInteractionFinalPortal.button1,{action} Interrumpir el ritual
quest.authors_short,Kempes J., RafaGouté (tester)
EventHistoryRitualComponentsInspection.button3,{action} En la cocina
EventHistoryRitualComponentsInspection.button11,{action} En el vivero
EventHistoryRitualComponentsInspection.button13,{action} En el salón
EventHistoryRitualComponentsInspection.button1,{action} En el baño
EventHistoryRitualComponentsInspection.button6,En el pasillo interior
EventHistoryRitualComponentsInspection.button9,{action} En el despacho
R1CLUE,Ganas 1 Pista {clue}
R2CLUE,Ganas 2 Pistas {clue}
RCOMMON,Ganas el Objeto común
RUNIQUE,Ganas el Objeto único
EventHistoryPuzzleBox_1stLock.button1,{action} Tocar las placas
TokenSearchOffice_2.text,La mesa está desordenada.
EventHistoryGrotesqueStone.button1,{action} Manipular los ojos
EventHistoryRitualComponentsInspection.button16,En la sala de billar
EventHistoryRitualComponentsInspection.button8,En el pasillo de servicio
EventHistoryRitualComponentsInspection.button5,{action} En el pasillo interior
TokenInteractionFinalPortal.text,El ritual está en marcha.
TokenSearchLivingCorridor_1.text,Varios objetos descansan sobre la mesa.
EventQuestCluesAndCondition.text,Cada investigador comienza con 1 Pista {clue}.
quest.authors,\n Creado por: Kempes J.\n Probador: RafaGouté \n\n Traducción al español: Vidimus \n
EventHistoryRitualComponentsInspection.button15,{action} En la sala de billar
EventHistoryRitualComponentsInspection.button7,{action} En el pasillo de servicio
TokenSearchKitchen_1.text,Hay varios objetos sobre una mesa bastante sucia.
TokenExploreHall_4.text,Un olor desagradable procede del otro lado de esta puerta.
EventBoardAddInteractionLivingRoom.text,Un cuadro a punto de caerse de la pared. \n\n {qst:ADDINTERACTION}
TokenExploreLivingCorridor_2.text,La puerta entreabierta lleva a otra estancia.
EventExploreTryOpenLivingCorridorDoor_Success.text,La puerta se abre hacia un lugar bastante oscuro.
ADDEXPLORE,Coloca una ficha de Exploración en el lugar señalado.
ADDINTERACTION,Coloca una ficha de Interacción en el lugar señalado.
ADDSEARCH,Coloca una ficha de Búsqueda en el lugar señalado.
TokenSearchYard_1.text,Entre las sombras, en la puerta, hay algo.
EventMythosSpawnPlaceMonster_Hall.text,Como si siempre hubiese estado allí, una forma se hace presente.
EventHistoryRitualInterrupt_Fail.text,El portal vibra, pero no es suficiente.
TokenSearchBathRoom_3.text,El aullido suena más fuerte procedente de la bañera.
EventBoardAddExploreServiceCorridor_1.text,Cerca del escritorio hay una puerta. \n\n {qst:ADDEXPLORE}
TokenSearchYard_3.text,Alguien tiró al suelo o escondió algo en estos arbustos muertos.
TokenSearchLivingRoom_1.text,Hay algunas cosas colocadas en las estanterías de detrás del mostrador.
EventBoardAddSearchHall_2.text,Hay un montón de papeles en el suelo. \n\n {qst:ADDSEARCH}
EventHistoryPuzzleBox_1stLock.text,La caja tiene en su tapa una serie de placas de forma cuadrada.
EventBoardAddSearchKitchen_3.text,El suelo está lleno de marcas y hay varios objetos esparcidos por él. \n\n {qst:ADDSEARCH}
TokenHistoryInteractionBoxBilliardsRoom.text,La tapa de la mesa está ligeramente levantada y en su interior se esconde una caja fuerte.
TokenSearchBilliards_1.text,El bulto resulta ser un cuerpo humano.
EventBoardAddSearchBathRoom_2.text,Un revoltijo de telas se encuentra cerca del lavabo. \n\n {qst:ADDSEARCH}
TokenHistoryInteractionBoxLibrary.text,Una discreta caja fuerte se esconde detrás de ese cuadro.
TokenHistoryInteractionBoxOffice.text,Una discreta caja fuerte se esconde detrás de ese cuadro.
TokenHistoryInteractionBoxHall.text,Una discreta caja fuerte se esconde detrás de ese cuadro.
TokenHistoryInteractionBoxLivingRoom.text,Una discreta caja fuerte se esconde detrás de ese cuadro.
EventBoardAddExploreBathRoom_1.text,La puerta conduce al interior de la mansión. \n\n {qst:ADDEXPLORE}
SMOVE,Escuchas algo que se mueve dentro de la casa.
EventExploreTryOpenLivingCorridorDoor_Fail.text,Aunque logras moverla un poco, la puerta sigue cerrada.
TokenSearchOffice_1.text,La estantería parece más una exposición de recuerdos.
EventExploreBathRoom.text,La puerta lleva a un aseo sin ventanas, pero que extrañamente tiene una corriente de aire.
TokenSearchKitchen_3.text,Hay manchas en el suelo. No parecen ser propias de un derrame accidental.
EventHistoryRitualBathRoom.text,Sin lugar a dudas este es un sitio poco común para realizar un ritual.
EventBoardAddSearchBedRoom_2.text,Sobre la alfombra hay una pila de ropa. \n\n {qst:ADDSEARCH}
EventBoardAddInteractionKitchen.text,Hay varias marcas en el mostrador. \n\n {qst:ADDINTERACTION}
EventHistoryGrotesqueStone.text,Sostienes la escultura y te da la impresión de sus ojos son perlas negras.
EventOpenServiceCorridorDoor.text,La puerta tiene una cerradura de combinación compuesta por unos extraños símbolos.
EventExploreTryOpenBathRoom_1_Strength_Success.text,La puerta se abre, pero te has hecho bastante daño. {qst:R1DFD}.
TokenSearchBedRoom_2.text,Hay algunas prendas de ropa sobre la alfombra, y algo más.
TokenSearchHall_3.text,El cuadro está desgarrado pero todavía se puede ver lo que representa.
EventBoardAddSearchBathRoom_1.text,Hay algunas cosas sobre la mesa del rincón. \n\n {qst:ADDSEARCH}
TokenSearchBedRoom_3.text,El guardarropa está abierto y además de ropa hay otra cosa.
TokenExploreLivingCorridor_1.text,Los detalles en bronce han desaparecido a causa de la oxidación del metal.
TokenSearchLibrary_1.text,Los libros de ese estante de la biblioteca parecen estar en buen estado.
EventHistorySearchLivingRoom_1_Nothing.text,Paños, vasos y botellas, todo seco y sucio. Nada más.
EventHistorySearchHall_2_Clue_Fail.text,En realidad sólo son papeles polvorientos e inútiles.
TokenHistoryInteractionBoxKitchen.text,La caja fuerte estaba escondida detrás del cuadro de la cocina.
EventBoardAddExploreLivingCorridor_1.text,A tu izquierda, un poco más allá, hay una puerta con adornos en bronce. \n\n {qst:ADDEXPLORE}
EventHistoryGrotesqueStone_RoomNotShown.text,Oyes el ruido de algo que se mueve bajo la casa.
EventQuestEnter.text,Tienes la oportunidad de avanzar 1 espacio hacia la zona explorada.
EventDifficultyLevel7.text,Una voz masculina y fantasmagórica suena en medio de la corriente de aire: \n\n —¡Ya está llegando!
EventHistorySearchOffice_2_1.text,Los cajones están atascados, pero quizá sea posible sacarlos a la fuerza. {qst:DOTEST} de {agility}.
EventHistorySearchOffice_2_2.text,Los cajones están atascados, pero quizá sea posible sacarlos a la fuerza. {qst:DOTEST} de {agility}.
EventHistorySearchHall_3_Nothing.text,Un hermoso cuadro que representa un parque con algunas personas.
TokenSearchServiceCorridor_1.text,A primera vista, lo que hay sobre el escritorio parece todo igual.
EventExploreTryOpenBathRoom_1_Strength_Fail.text,No fue sólo una sensación de quemazón. La quemadura fue real. {qst:R1DFU}.
EventQuestDarkness.text,La estancia está completamente a oscuras. \n\n Coloca fichas de Oscuridad en todos los espacios.
EventHistoryRitualKitchen.text,El ritual de la cocina ha sido interrumpido. ¿Pero cuál sería su objetivo?
TokenSearchHall_2.text,Los papeles se mueven por el suelo a medida que el viento los agita.
EventBoardAddSearchKitchen_1.text,Sobre la mesa yacen abandonados platos y cubiertos. \n\n {qst:ADDSEARCH}
EventBoardAddSearchBathRoom_3.text,Uno de los aullidos parece surgir con más fuerza desde la bañera. \n\n {qst:ADDSEARCH}
EventBoardAddExploreLivingRoom.text,Una puerta se adentra en el interior de la mansión. \n\n {qst:ADDEXPLORE}
EventHistorySearchYard_4_Fail_Nothing.text,Aunque te esfuerzas, el viento vuelve a arrastrar más suciedad al lugar que acabas de limpiar.
EventHistoryPuzzleBox_GoTo2sdLock.text,La intrincada cerradura queda a la vista. \n\n Puedes intentar abrirla usando tu {lore}.
EventHistoryRitualOffice.text,Aparte de lo que os habéis quedado, en el ritual había una serie de objetos personales.
EventBoardAddSearchYard_2.text,Cerca de la cocina hay varios trapos y restos de madera. \n\n {qst:ADDSEARCH}
TokenSearchYard_2.text,Al lado de la cocina hay varios trapos y restos de madera.
EventMythosSpawnPlaceMonster_Kitchen.text,Las sombras de la cocina se vuelven más densas, toman forma y el aire palpita.
EventHistorySearchOffice_1_Nothing.text,Es una colección bastante extraña de pequeños roedores disecados a los que les faltan trozos.
TokenExploreHall_2.text,Esta puerta tiene un picaporte bastante más elaborado que el resto.
SpawnFinalBoss.text,La criatura es horrible y lo único que puedes hacer es enfrentarte a ella. \n\n Aparece el monstruo {c:SpawnFinalBoss} en el lugar señalado.
EventHistoryInteractionDoorlock_Key.text,Sólo aquella persona que tenga la llave puede abrir la trampilla. \n\n ¿Tu investigador tiene la llave?
EventHistorySearchOffice_1_Sledgehammer.text,Entre animales disecados y extrañas esculturas encuentras algo fuera de lugar. \n\n {qst:RCOMMON} {c:QItemSledgehammer}.
TokenExploreBathRoom_2.text,Del otro lado de la puerta se oyen unos ruidos similares a aullidos.
EventBoardAddSearchKitchen_4.text,Un ruido repetitivo y acelerado procedente de uno de los lados de la cocina. \n\n {qst:ADDSEARCH}
TokenSearchBathRoom_1.text,Un pequeño mueble de madera con dos baldas. Hay algo interesante en una de ellas.
TokenSearchBilliards_2.text,Un bulto casi escondido entre las sombras de este lado de la habitación.
EventMythosSpawnPlaceMonster_BedRoom.text,Una bruma verdosa brota del suelo y toma formas que recuerdan a las de una persona.
EventBoardAddSearchServiceCorridor_1.text,El escritorio tiene una gruesa capa de polvo. Su tapa está cerrada. \n\n {qst:ADDSEARCH}
EventHistoryAddInteractionLibrary.text,Una llamativa mancha detrás del cuadro no parece ser parte de la pared. \n\n {qst:ADDSEARCH}
DISPELL,Comienzas a recitar un contrahechizo usando toda tu fuerza de voluntad. {qst:DOTEST} de {will}.
EventHistoryRitualComponentsInspection.text,Has encontrado algunos objetos componentes que forman parte de una especie de ritual. \n\n Puedes ver qué componentes encontraste...
TokenExploreKitchen_1.text,La puerta está rota y varias ramas sobresalen por las partes que faltan de la madera.
EventBoardAddSearchLivingRoom_2.text,Hay algo amontonado en una esquina de la habitación, cerca de la ventana. \n\n {qst:ADDSEARCH}
EventBoardAddSearchLivingCorridor_1.text,Hay algunas cosas esparcidas sobre una pequeña mesa que se encuentra en medio del pasillo. \n\n {qst:ADDSEARCH}
EventHistoryNonRitualYard_2x4.text,Algunos trozos de la pared se han desprendido y han caído sobre el arbusto. \n\n {qst:RCOMMON} {c:QItem2x4}
EventHistorySearchLivingCorridor_1_KeroseLantern.text,Después de apartar un montón de cosas inútiles encuentras algo que podría servirte. \n\n {qst:RCOMMON} {c:QItemKeroseneLantern} apagada.
EventHistorySearchLivingCorridor_1_OilLamp.text,Después de quitar un montón de cosas inútiles, encuentras algo que puede servir. \n\n {qst:RUNIQUE} {c:QItemOilLamp} apagada.
EventHistorySearchBedRoom_3_Nothing.text,Te resulta bastante extraño, pero hay dos piedras del tamaño de un puño colocadas dentro del armario.
TokenExploreBathRoom_1.text,Marcas de rozaduras recubren una especie de sello místico en la puerta.
EventHistorySearchHall_3_Clue_Fail.text,¡Ah! ¡Eso era! La casa ha sido reformada y la puerta principal no estaba antes donde está ahora.
EventBoardAddSearchLivingRoom_3.text,Hay varios objetos sobre la mesa del lado norte de la habitación. \n\n {qst:ADDSEARCH}
EventBoardAddExploreHall.text,Varias puertas conducen al interior de la mansión. \n\n Coloca fichas de Exploración en el lugar señalado.
EventBoardAddExploreLivingCorridor_2.text,Hay una puerta más en este pasillo. \n\n Coloca una ficha de Exploración en el lugar señalado.
EventHistorySearchBedRoom_3_ElderSignPendant.text,Hay varias piezas de ropa hecha jirones y colgando de un gancho encuentras un medallón. \n\n {qst:RCOMMON} {c:QItemElderSignPendant}
EventHistorySearchBathroom_2_2x4.text,¿Lo dejaron para reparar la mesa o lo tiraron aquí sin más? \n\n {qst:RCOMMON} {c:QItem2x4}.
EventBoardAddSearchBilliards_2.text,En la esquina opuesta de la habitación hay otro bulto en el suelo. \n\n {qst:ADDSEARCH}
EventBoardAddExploreServiceCorridor_2.text,El pasillo se extiende más hacia la parte trasera de la mansión en dirección a una puerta. \n\n {qst:ADDEXPLORE}
EventHistoryRitualBilliards.text,¿El ritual de esta habitación tuvo lugar antes o después de que se cerrara la puerta?
EventHistoryAddInteractionOffice.text,El sonido del cuadro moviéndose atrae tu atención hacia la esquina de la habitación. \n\n {qst:ADDSEARCH}
EventBoardAddSearchBedRoom_3.text,La puerta del armario está abierta y hay ropa en el suelo. \n\n {qst:ADDSEARCH}
EventBoardAddSearchYard_3.text,Fuera del vivero hay un matorral de ramas secas y retorcidas que te llama la atención. \n\n {qst:ADDSEARCH}
quest.synopsys,La inexcusable petición de un conocido trae a los investigadores a una mansión y a un nuevo misterio.
EventHistorySearchHall_2_Clue_Nothing.text,Se ha derramado un líquido sobre esos papeles. Lo que no emborronó la tinta ha quedado manchado.
EventBoardAddSearchOffice_2.text,Un escritorio adornado con tallas de huesos te llama la atención.\n\n {qst:ADDSEARCH}
EventHistoryNonRitualYard_Nothing.text,Una piedra que seguramente fue arrojada contra el vivero cayó sobre este arbusto aplastándolo.
EventExploreTryOpenLivingCorridorDoor_3.text,Una pequeña cadena bloquea la puerta desde el interior, pero tal vez sea posible abrirla. {qst:DOTEST} de {lore}.
EventExploreTryOpenLivingCorridorDoor_4.text,Una pequeña cadena sujeta la puerta desde dentro,pero tal vez sea posible abrirla.  {DOTEST} de {lore}.
EventExploreTryOpenLivingCorridorDoor_1.text,Una pequeña cadena bloquea la puerta desde dentro, pero se podría abrir. {qst:DOTEST} de {strength}.
EventExploreTryOpenLivingCorridorDoor_2.text,Una pequeña cadena bloquea la puerta desde dentro, pero se podría intentar abrir. {qst:DOTEST} de {strength}.
EventHistorySearchBathroom_2_OilLamp.text,Empiezas a rebuscar entre papeles sin interés y trozos de tela. Por fin encuentras algo. \n\n {qst:RUNIQUE} {c:QItemOilLamp} apagada.
TokenSearchKitchen_2.text,Se utilizaron cajas, sillas, barriles y otras cosas para bloquear el paso entre el comedor y la cocina.
EventBoardAddSearchBilliards_1.text,Hay algo entre el mostrador de bebidas y la librería de este lado de la habitación. \n\n {qst:ADDSEARCH}
EventBoardAddSearchOffice_1.text,Al fondo del despacho, un armario con varios objetos extraños está cubierto de una densa capa de polvo. \n\n {qst:ADDSEARCH}
EventBoardAddInteractionBox.text,El cuadro de la pared está mal colocado dejando al descubierto una especie de mecanismo detrás de él. \n\n {qst:ADDINTERACTION}
EventBoardAddSearchHall_1.text,El viento se arremolina y derriba algo sobre una mesita en el centro de la habitación. \n\n {qst:ADDSEARCH}
EventHistorySearchLirary_1_Nothing.text,Los libros son de temas variados. Historia, cuentos, terror, comedia, etc. \n Esta biblioteca en su día fue bastante buena.
EventBoardAddSearchYard_4.text,Trozos de madera y cristal cayeron desde un extraño espacio abierto en el vivero. \n\n {qst:ADDSEARCH}
EventHistorySearchServiceCorridor_1_KeroseneLantern.text,Se han dejado varias cosas aquí, entre ellas algo que podría facilitar tu periplo por la mansión. \n\n {qst:RCOMMON} {c:QItemKeroseneLantern} apagada.
EventHistorySearchServiceCorridor_1_OilLamp.text,Varias cosas han sido dejadas aquí, entre ellas algo que puede hacer más fácil caminar por la mansión. \n\n {qst:RUNIQUE} {c:QItemOilLamp} apagada.
EventHistorySearchYard_4_Fail_LightSource.text,No prestas atención a tus movimientos y en un gesto brusco tus pertenencias se mueven de forma exagerada. \n\n Apaga todas tus fuentes de luz.
EventHistorySearchOffice_2_MedicalTextbook.text,El cajón se abre pero de las cosas que contiene muchas son inservibles. Con una sola excepción: un libro envuelto en una tela. \n\n {qst:RCOMMON} {c:QItemMedicalTextbook}.
EventExploreTryOpenBathRoom_1_1.text,Cuando tocas la puerta sientes que te arde la mano. El dolor es muy intenso. {qst:DOTEST} de {strength}.
EventExploreTryOpenBathRoom_1_2.text,Cuando tocas la puerta sientes que te arde la mano. El dolor es muy intenso. {qst:DOTEST} de {strength}.
EventBoardAddSearchYard_1.text,A pesar de las paredes rotas, la puerta está entera. Algo descansa al pie de la puerta. \n\n {qst:ADDSEARCH}
TokenSearchLivingRoom_2.text,Con el viento que entra por la ventana más cercana, algunas partes de algo que hay en la esquina se mueven.
TokenSearchKitchen_4.text,El viento hace que una hoja de papel golpee frenéticamente contra una caja que hay en este rincón de la cocina.
EventHistorySearchLivingRoom_1_KeroseneLantern.text,Paños sucios, vasos y botellas vacías y polvorientas. Pero un poco más allá ves algo útil. \n\n {qst:RCOMMON} {c:QItemLantern} apagada.
EventQuestTurnOffLightLantern.text,Todas las fuentes de luz no mágicas que no sean la {c:QItemLantern} que estén en el espacio del investigador se apagan.
EventBoardAddTileBathRoom.text,Una antesala conduce a dos puertas. \n\n Coloca el módulo {c:TileBathRoom} y una ficha de Pared en el lugar señalado.
EventHistorySearchLivingRoom_1_OilLamp.text,Paños sucios, vasos y botellas vacías y polvorientas. Pero un poco más allá ves algo útil. \n\n {qst:RUNIQUE} {c:QItemOilLamp} apagada.
EventHistorySearchBathroom_2_KeroseneLantern.text,Empiezas a rebuscar entre papeles sin interés y algunos trapos viejos. Al cabo de un rato encuentras algo útil. \n\n {qst:RCOMMON} {c:QItemKeroseneLantern} apagada.
EventExploreKitchen_Success.text,Peleas con la puerta y las ramas mecidas por el viento. La lucha es intensa pero finalmente consigues abrir la puerta.
EventMythosSpawnPlaceMonster_BilliardsRoom.text,Algo que es una mezcla entre una sombra y humo surge de la alfombra, adoptando formas que recuerdan a una persona.
EventHistorySearchYard_4_Fail_LoseItem.text,En tu prisa por limpiar te vuelves descuidado y dejas caer algunas de tus pertenencias. \n\n Sueltas 2 objetos al azar.
EventMythosSpawnPlaceMonster_BathRoom.text,El suelo se deforma. Primero se abulta. Luego se forma una especie de bola que se desprende de la madera. A continuación toma forma humana.
EventBoardAddSearchLivingRoom_1.text,Quizá en la barra del bar haya algo que te pueda ser de utilidad. \n\n {qst:ADDSEARCH}
EventHistorySearchBilliars_2_Nothing.text,El bulto son restos de una persona. La piel y la ropa se han convertido en polvo y únicamente quedan los huesos.
EventHistoryFinalObjective.text,Los cánticos, el círculo y el portal... Se trata de un ritual de invocación y debe ser detenido a toda costa.
